CustomerID,Name,Age,Gender,Location,PurchaseAmount,PurchaseFrequency,LastPurchaseDate,CustomerCategory
39286,Loretta Moore,24,Female,San Diego,200.63,21,2024-04-16,New
83942,Kevin Roman,58,Female,Dallas,683.8,22,2024-06-06,Churned
60499,John Weber,70,Male,San Diego,580.73,30,2024-10-12,New
37214,Edwin Wright,37,Male,New York,798.02,4,2023-08-28,New
39859,Robert Fry,26,Male,Houston,441.03,13,2024-04-04,At Risk
14403,Anthony House,21,Female,San Diego,389.43,28,2023-12-02,At Risk
68842,Theresa Le,22,Male,Phoenix,519.77,30,2024-11-16,At Risk
24515,Kyle Trujillo,72,Male,San Antonio,205.11,13,2024-02-02,New
70516,Richard Jimenez,71,Male,Chicago,993.07,3,2023-01-23,At Risk
16266,Briana Alvarez,35,Male,Houston,763.66,29,2024-01-10,Churned
18273,Brandi Murphy,67,Female,New York,872.81,19,2024-10-12,Loyal
51293,William Jones,66,Male,Dallas,899.34,13,2023-10-12,Loyal
37010,Kendra Mcdonald,72,Male,San Diego,120.01,23,2023-01-08,New
47030,Jason Willis,70,Female,San Antonio,895.83,10,2023-07-05,Churned
92613,Brian Lewis,62,Male,Houston,973.83,14,2024-09-02,At Risk
21216,Dustin Coleman,25,Female,San Diego,34.66,1,2024-01-14,New
86688,Scott Arnold,44,Female,San Diego,776.23,8,2024-01-01,New
59794,Claudia Pennington,36,Female,New York,547.55,13,2024-11-15,New
60594,Kimberly Robinson,32,Male,Dallas,625.9,15,2024-09-07,New
15094,Natasha Drake,24,Male,Houston,618.59,27,2023-08-23,Churned
93929,Deborah Cohen,37,Female,San Diego,525.66,14,2024-11-10,New
52363,Johnathan Benjamin,29,Male,Los Angeles,371.96,25,2024-09-29,Churned
79613,Douglas Yu,20,Female,Los Angeles,306.71,9,2023-07-04,Loyal
87552,Toni Carter,72,Female,Houston,345.97,4,2023-03-31,Loyal
98311,William Mueller,68,Female,Dallas,197.25,4,2023-06-15,Churned
63489,Shannon Bennett,71,Male,Dallas,114.83,21,2024-07-09,New
86461,Christina Rangel,62,Female,Phoenix,357.19,16,2024-07-23,New
38309,Natalie Walker,45,Male,San Diego,920.07,6,2023-09-27,New
53215,Jacqueline Adams,69,Female,Phoenix,405.39,16,2023-05-17,Churned
25093,Karla Hunt,46,Female,Phoenix,485.4,27,2024-04-08,Loyal
17947,Nathan Cobb,62,Female,Los Angeles,467.27,5,2023-01-07,Loyal
13077,David Robbins,73,Female,Los Angeles,684.02,12,2023-01-27,Churned
22950,Lisa Hughes,48,Female,Dallas,402.89,19,2024-05-10,Churned
99937,Brandon Wood,72,Male,Dallas,468.09,16,2023-03-10,At Risk
34505,Michael Cervantes,43,Female,Dallas,600.76,28,2023-03-07,New
47528,James Howe,37,Female,Chicago,696.1,24,2024-02-16,Churned
88042,Nicolas Jacobs,43,Male,San Diego,183.98,18,2023-07-05,New
50589,Brian Wilson,47,Female,New York,73.82,19,2023-06-25,New
52269,Misty Lopez,69,Male,Houston,460.85,16,2023-02-01,New
81589,Judy Barnes,53,Male,Los Angeles,440.76,1,2024-07-18,New
28427,Bryan Young,28,Male,San Antonio,922.66,3,2024-08-11,Churned
29536,Robert Carpenter,71,Male,Houston,434.94,26,2023-12-08,Churned
20719,Destiny Haynes,67,Male,Phoenix,503.05,6,2024-05-18,Churned
26027,Derrick Monroe,43,Male,San Antonio,536.94,18,2024-01-12,Loyal
38001,Sandra Herrera,23,Male,Phoenix,615.53,20,2024-06-22,Loyal
23370,Christopher Frazier,39,Female,Houston,652.32,12,2023-02-24,Loyal
11990,Nancy Garcia,42,Female,Dallas,449.53,28,2022-12-31,At Risk
94928,Gregory Graham,27,Female,Los Angeles,858.76,11,2024-06-04,New
39002,Jay Paul,46,Female,San Diego,603.21,21,2023-01-19,Loyal
77397,Sue Moore,51,Female,Dallas,393.93,15,2023-11-02,Churned
98249,David Guerra,34,Female,Dallas,171.72,4,2023-03-03,At Risk
68058,Marissa Simon,72,Female,Phoenix,517.46,2,2024-02-17,Churned
36255,Tina Wade,36,Male,Dallas,932.6,11,2023-06-09,Loyal
42122,Susan Quinn,34,Female,Phoenix,974.26,26,2023-01-19,At Risk
48555,Jonathan Villegas,69,Male,Phoenix,727.78,30,2024-11-23,New
29453,Emily Wagner,72,Female,San Antonio,435.81,4,2024-02-20,New
85077,Anthony Gordon,34,Female,Houston,332.42,28,2024-09-16,Churned
66174,Samantha Zimmerman,26,Male,Los Angeles,623.78,6,2024-03-08,New
57671,Mr. Phillip Lynch,74,Female,Chicago,736.75,1,2023-01-11,Churned
33581,Brittany Lamb,43,Female,Chicago,600.76,29,2024-07-08,Loyal
74239,Mrs. Rebecca Montgomery,25,Male,San Antonio,803.0,30,2024-09-14,Churned
70724,David Wilson,40,Male,Chicago,614.62,2,2023-12-11,Churned
72636,Michael Mason,51,Female,Houston,52.57,10,2023-03-13,At Risk
55429,Linda Bailey,35,Male,Phoenix,199.93,13,2024-01-15,Churned
67973,Kenneth Wilson,40,Female,Los Angeles,571.23,5,2024-04-07,Loyal
72986,Kimberly Jones,43,Female,Chicago,212.24,23,2024-09-18,Loyal
96179,Michael Garcia,27,Female,New York,558.61,22,2023-04-19,Loyal
86843,Jordan Guerrero,74,Male,Phoenix,61.66,11,2023-01-20,Churned
12600,David Martinez,66,Female,Los Angeles,404.16,20,2023-05-23,Churned
11435,Jody Bailey,42,Female,Houston,233.44,9,2024-12-11,At Risk
64460,Andrea Rodriguez,18,Female,Houston,128.17,16,2023-06-20,Loyal
70288,Angelica Campbell,73,Female,San Antonio,591.28,10,2023-03-25,At Risk
88187,Stephen Barnett,21,Male,San Antonio,582.18,27,2024-07-03,At Risk
70156,Gregory Taylor,27,Female,Houston,98.77,1,2023-11-20,Loyal
38422,John Carter,65,Male,Houston,94.25,8,2024-08-15,Loyal
44512,Jack Rocha,60,Male,Houston,143.23,13,2024-09-24,At Risk
17093,Victoria Guzman,64,Female,San Diego,163.16,1,2023-10-30,Churned
49011,Tracy Dixon,66,Female,Dallas,227.7,7,2023-10-18,New
55629,Robert Bell,58,Female,Phoenix,477.58,17,2024-05-15,Churned
78460,David Vazquez Jr.,62,Female,San Diego,16.9,24,2023-05-05,Loyal
61781,Douglas Vasquez,46,Female,San Diego,539.89,7,2024-07-29,New
77773,Christopher Luna,69,Male,Phoenix,407.89,10,2024-04-22,Loyal
87812,Jonathan Hogan,65,Female,San Antonio,302.19,15,2024-05-19,At Risk
64500,John Freeman,68,Male,Houston,285.27,2,2023-06-25,New
50383,Timothy Cunningham,55,Male,Chicago,441.3,19,2023-11-21,New
32239,Autumn Harper,42,Female,Phoenix,259.07,25,2024-09-22,Churned
27602,Melinda Austin,44,Female,Los Angeles,987.21,16,2024-02-26,Loyal
78530,Suzanne Parrish,70,Male,San Antonio,681.94,4,2024-07-01,Loyal
69102,Kaitlyn Ramos,68,Male,San Diego,804.83,10,2023-09-20,Churned
91706,Michael Cox,66,Male,Phoenix,380.0,24,2023-09-24,New
29240,Mr. John Higgins MD,56,Female,Chicago,780.91,26,2023-03-22,Churned
63850,Morgan Adams,69,Male,San Antonio,424.45,20,2023-10-15,New
24796,Sharon Ochoa,31,Female,Phoenix,443.48,7,2024-06-12,At Risk
13952,Colleen Anderson,58,Female,Los Angeles,833.89,15,2023-04-12,Loyal
14864,Donald Brown,71,Male,New York,482.27,21,2023-01-19,At Risk
10164,Dr. Cathy Williams DDS,56,Male,Houston,923.56,6,2023-02-12,At Risk
51134,Sharon Cole,66,Female,San Antonio,936.48,16,2024-12-12,At Risk
58897,Timothy Sellers,58,Male,Phoenix,928.73,26,2024-02-02,At Risk
38667,Henry Robinson,63,Male,New York,157.68,12,2023-05-16,Loyal
68631,Jason Boyd,55,Male,Dallas,700.64,29,2024-07-05,At Risk
87982,Carl Briggs,66,Male,Phoenix,296.14,21,2023-11-20,At Risk
68066,Julie Myers,61,Male,Chicago,188.48,25,2024-12-13,Loyal
46477,Justin Gibson,51,Male,Houston,222.78,19,2024-02-25,New
55135,Donald Rasmussen,73,Female,Dallas,959.52,1,2024-10-26,Loyal
11350,Kevin Brown,25,Male,San Antonio,634.94,20,2023-02-03,Churned
24143,Dylan Beard,49,Male,San Diego,312.78,3,2023-01-11,Loyal
25785,Douglas Ramos,67,Male,Los Angeles,645.43,5,2024-06-11,Churned
64995,David Acosta,59,Female,San Antonio,239.33,17,2023-05-05,New
78911,Nicole Jenkins,53,Male,San Diego,434.84,25,2024-04-12,New
48023,Amanda Wolfe,61,Female,Phoenix,938.86,10,2024-01-20,At Risk
61237,Zachary Hill,48,Female,Dallas,108.8,15,2024-07-14,Churned
54532,Lisa Ryan,60,Male,San Diego,591.46,17,2024-09-20,At Risk
83197,Blake Perez,54,Male,Los Angeles,493.88,7,2023-03-19,Loyal
64668,Devin Harper,61,Female,San Diego,668.26,19,2024-10-25,Loyal
19233,Philip Preston,59,Male,San Antonio,560.36,12,2024-07-22,At Risk
13722,Heather Parker,62,Male,New York,671.13,24,2024-06-13,Loyal
14637,Kelly Dalton,43,Female,Chicago,756.36,7,2023-10-22,At Risk
28343,Diana Miller,72,Female,Houston,491.29,9,2023-11-04,New
75160,Susan Mason,39,Female,San Diego,955.72,12,2023-07-19,Loyal
71366,Jennifer Cook,45,Male,Phoenix,512.8,16,2023-03-26,Churned
83982,Matthew Johnson,43,Male,Houston,391.18,7,2023-10-15,Churned
75633,Jesse Jordan,19,Female,San Antonio,152.68,7,2023-09-24,New
60799,Robert Ayala,49,Female,Los Angeles,102.18,21,2024-11-15,Churned
89670,Richard Sanders,27,Female,San Antonio,417.63,8,2022-12-16,Loyal
10866,Lisa Rojas,54,Male,San Diego,937.83,5,2024-07-11,Loyal
86698,Sean Armstrong,74,Male,San Diego,302.8,25,2023-11-11,Churned
95213,Shelley Anderson,50,Male,San Antonio,169.36,13,2024-03-29,At Risk
40717,Richard Whitehead,72,Male,Los Angeles,658.33,5,2024-09-18,Loyal
65921,Dr. Joseph Williams,54,Female,Chicago,439.11,14,2023-04-07,Loyal
67637,Nathan Hartman,61,Male,San Diego,39.52,5,2023-05-27,Loyal
78983,Paul Obrien,51,Female,Houston,955.78,24,2023-05-17,Loyal
40160,Jennifer Nolan,67,Female,New York,933.92,28,2023-05-20,Loyal
95375,Jay Ramirez,23,Male,Houston,945.63,28,2024-11-12,New
57073,Wesley Wheeler,73,Male,New York,814.64,6,2023-12-06,Churned
47856,Mitchell Graham,64,Female,New York,278.23,8,2024-10-17,New
62114,Roger West,46,Male,Dallas,921.86,8,2023-06-17,Loyal
57618,David Gibson,39,Female,New York,157.69,9,2023-02-22,Churned
18041,Jessica Aguilar,57,Female,New York,162.06,23,2023-10-19,Loyal
84102,Michelle Martin,60,Male,Houston,473.99,21,2023-03-14,New
49933,Darrell Moore,40,Female,Los Angeles,976.28,23,2023-08-17,Loyal
68347,Rita Fernandez MD,52,Male,Houston,289.49,27,2024-10-27,At Risk
20652,Michael Chase,25,Male,Dallas,896.62,6,2023-08-21,Churned
24769,Diana Wheeler,20,Male,San Diego,109.17,9,2023-07-03,Churned
59303,Robert Smith MD,49,Female,San Diego,936.35,28,2023-12-05,New
71047,Samantha Scott,40,Female,Houston,919.04,29,2024-11-24,Loyal
18740,Derek Russell,27,Female,Los Angeles,717.02,19,2023-02-22,New
59243,Stacey Thomas,47,Male,Chicago,272.78,14,2023-07-10,At Risk
25420,Andrew Lane,28,Female,San Diego,637.6,12,2023-09-26,New
88947,Charles Rodriguez,24,Female,Phoenix,344.38,4,2023-12-31,Churned
41564,Molly Robinson,61,Male,Houston,800.76,25,2023-11-02,New
85013,John Francis,39,Male,Phoenix,655.56,25,2024-04-17,At Risk
79997,Erica Bowen,37,Male,San Antonio,958.07,19,2023-02-05,Churned
30367,Mary Cline,53,Male,Los Angeles,703.73,2,2023-08-19,New
43491,Pamela Miller,46,Male,Chicago,562.56,4,2024-04-23,Churned
76250,Roger Wiggins,55,Female,San Diego,413.18,3,2024-10-16,Churned
34721,David Sullivan,28,Female,San Antonio,770.51,11,2024-01-26,Loyal
46892,Kayla Adams,48,Male,Phoenix,847.42,18,2024-07-02,Loyal
29482,Anna Gillespie,43,Male,Los Angeles,702.64,13,2024-03-07,Loyal
64138,Kathleen Cook,55,Male,Dallas,417.16,6,2023-05-28,At Risk
99964,Joshua Hampton,53,Male,Dallas,238.6,24,2024-02-08,Churned
56894,Benjamin Allison,73,Female,Dallas,469.9,20,2024-04-05,At Risk
35978,Andrew Diaz,52,Female,San Antonio,474.81,22,2024-06-01,Loyal
64304,Daniel Olson,61,Female,San Diego,224.51,28,2024-01-24,Churned
12093,Chris Pittman,43,Female,New York,525.79,29,2023-10-24,At Risk
37980,Paul Pratt,56,Female,San Antonio,726.5,3,2024-05-08,New
87734,David Bennett,67,Female,Dallas,47.1,8,2023-08-13,Loyal
95831,Brenda Smith,54,Female,San Diego,593.33,1,2024-09-16,New
44033,Bryan Shepard,26,Female,Los Angeles,43.92,25,2023-09-18,New
98348,Alexis Drake,50,Male,Chicago,454.6,30,2024-09-06,At Risk
42766,Robyn Roberts,50,Female,New York,408.36,16,2024-03-13,Loyal
90435,Eileen Tran,44,Female,Chicago,733.07,16,2023-06-27,Loyal
96948,Ronald Nicholson,75,Male,Dallas,663.92,22,2024-05-01,Loyal
35974,Sierra Hardy,22,Female,Phoenix,217.95,17,2024-09-11,New
66623,Richard Miller,75,Female,Phoenix,521.13,15,2024-05-11,New
31301,Don Price,66,Male,New York,812.76,4,2023-08-05,Loyal
81887,Robert Murray,18,Male,Chicago,876.59,13,2024-03-25,Loyal
46744,Grant Thomas,28,Female,Los Angeles,383.59,12,2024-04-07,Loyal
15567,Keith Walker,54,Female,San Diego,227.46,21,2024-01-13,Loyal
83553,David Gray,29,Female,Phoenix,287.71,9,2023-05-30,At Risk
96333,Erika Johnson,61,Female,San Antonio,83.95,29,2024-10-24,Loyal
25419,Jamie Pacheco,53,Male,San Diego,831.24,28,2024-10-03,Churned
60030,Christopher Johns,49,Female,Chicago,400.32,30,2024-02-03,At Risk
90405,Antonio Johnson,40,Male,Phoenix,453.4,16,2023-04-01,New
53538,Daryl Ryan,63,Male,San Antonio,519.82,26,2023-01-04,At Risk
80761,Nathan Smith,53,Male,Los Angeles,989.16,3,2024-08-02,New
16137,Patrick Williams,57,Female,Dallas,160.06,13,2024-04-26,New
69158,Kimberly Wong,73,Female,San Diego,378.85,15,2023-03-11,Churned
25083,Kimberly Medina,54,Male,Houston,834.47,5,2024-01-14,Churned
93559,Michael Berger,51,Male,Los Angeles,585.0,30,2024-10-09,New
13490,Carlos Perry,24,Female,Phoenix,928.88,29,2024-02-27,Loyal
92549,Joshua Thomas,37,Female,San Diego,216.75,24,2023-11-09,Loyal
37219,Mary Thornton,28,Male,Dallas,225.87,3,2024-04-15,Loyal
68501,Jessica Robinson,24,Female,Chicago,769.26,7,2023-02-11,Churned
91666,Crystal Malone,67,Male,Dallas,742.21,10,2023-05-22,Churned
52813,Brandon Bush,48,Male,Dallas,498.89,27,2023-06-15,New
44369,Adam Park,25,Female,San Antonio,570.56,30,2023-01-18,Churned
29781,Kayla Long,52,Male,Chicago,293.55,22,2023-03-07,Loyal
28421,Stephen Saunders,28,Male,Chicago,937.0,21,2023-04-01,Loyal
73865,Emily Smith,30,Male,Chicago,779.81,12,2023-10-01,New
27381,Erica Humphrey,63,Female,Houston,120.19,15,2024-04-26,New
78831,Walter Barnes,27,Male,Phoenix,994.98,11,2023-06-11,At Risk
68642,Holly Alexander,55,Male,Chicago,768.37,8,2023-12-22,At Risk
70810,James Wilkins,37,Male,San Diego,252.89,15,2024-01-03,Loyal
44875,Susan Reynolds,75,Female,San Diego,801.7,19,2024-07-30,At Risk
74497,Elizabeth Reed,43,Male,Los Angeles,48.98,8,2024-10-06,At Risk
17265,Rhonda Ramsey,19,Male,Houston,609.06,9,2023-02-13,Loyal
82192,Elizabeth Harris,72,Female,Los Angeles,631.61,22,2024-02-26,Churned
24620,Ana Mccann,23,Female,Phoenix,353.29,21,2023-02-21,At Risk
82032,Heather Mccall,64,Female,San Antonio,726.37,28,2023-01-09,New
99277,Jennifer Clements,34,Male,New York,135.54,18,2024-09-29,At Risk
21027,George Mora MD,60,Female,Los Angeles,739.77,13,2024-05-26,At Risk
33205,Richard Bailey,63,Female,Houston,382.37,22,2024-11-03,Churned
67492,Monica Bush,38,Male,Dallas,774.98,1,2024-07-14,At Risk
20795,Michael Francis,31,Female,Chicago,95.03,27,2024-08-11,Loyal
26466,Sharon Fitzgerald,32,Male,Dallas,563.74,9,2023-11-02,Churned
72997,Michael Hunter,68,Female,Dallas,221.2,21,2024-03-09,Loyal
81320,Cody Stanley,75,Male,Los Angeles,370.94,16,2024-10-12,At Risk
13998,Michelle Anderson,34,Male,Dallas,431.96,12,2024-04-27,At Risk
29645,Breanna Hill,41,Male,Houston,574.26,25,2023-08-02,At Risk
75359,Erin Gonzalez,66,Male,San Diego,917.53,17,2024-10-08,Loyal
51921,Mrs. Erin Mendoza,26,Male,New York,112.03,7,2023-08-20,At Risk
18995,Ryan Johnson,26,Male,Chicago,596.27,20,2023-05-12,At Risk
70760,Christopher Ramirez,19,Male,Chicago,949.16,1,2023-11-16,Churned
22550,Tammy Lopez,69,Male,Dallas,88.84,24,2023-02-22,Churned
76108,Kimberly Anderson,22,Male,San Diego,984.67,12,2023-09-03,At Risk
86438,Curtis Galloway,71,Female,Phoenix,20.75,7,2023-10-13,New
40109,Samantha Griffin,44,Male,Phoenix,481.48,20,2023-08-19,Loyal
36487,Christine Wilson,52,Female,Dallas,670.49,15,2023-06-18,Loyal
61118,Tiffany Shaw,71,Male,New York,537.77,16,2023-06-24,At Risk
10939,Jennifer Clayton,71,Female,Dallas,614.15,25,2024-03-23,At Risk
30100,Kurt Munoz,26,Male,Phoenix,688.43,10,2024-04-19,At Risk
43792,David Martinez,29,Male,San Antonio,335.6,17,2023-02-11,New
31807,James Vargas,41,Male,San Diego,144.2,22,2022-12-19,Loyal
61791,Katelyn Joseph,33,Male,Los Angeles,690.49,8,2024-07-01,At Risk
23566,Denise Johnson,46,Male,New York,358.11,17,2023-11-10,At Risk
59305,Richard Quinn,67,Female,New York,256.62,23,2024-10-03,At Risk
78619,Jasmine Bruce,68,Male,Dallas,77.75,18,2024-09-01,At Risk
73699,Adam Mullins,21,Male,New York,785.81,29,2024-03-31,New
87944,Joseph Chavez,47,Female,Phoenix,589.11,28,2023-12-08,At Risk
29737,Jason Williams,39,Female,New York,186.43,5,2024-02-18,Churned
11602,Christopher Warner,44,Male,Dallas,181.82,28,2024-05-24,Loyal
29419,Daniel Hall,75,Male,Dallas,938.71,6,2023-10-25,At Risk
25374,Kenneth Hill,30,Female,Phoenix,433.14,15,2023-01-28,Churned
61613,Briana Woods,75,Female,Houston,328.47,30,2023-06-16,At Risk
